Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,EUR_price,Country,City,Number of views last 7 days
Fishing Boat,Lund Boats power boats,new boat from stock,2020.0,4.93,1.87,Aluminium,12622.5,Switzerland, Lake Geneva ,215
Cabin Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020.0,5.05,2.12,GRP,11699.0,Germany, Kieler Bucht mit Fehmarn ,295
Fishing Boat,VBoats power boats,new boat from stock,2019.0,4.58,1.84,Aluminium,12276.0,Switzerland, Bouveret,218
Trawler,Cascaruda power boats,Used boat,1975.0,9.0,2.75,Steel,10900.0,Netherlands, In verkoophaven,339
Sport Boat,AMT power boats,new boat from stock,2020.0,4.72,2.05,GRP,10890.0,Germany, auf Anfrage,109
Deck Boat,Moonday power boats,new boat from stock,2019.0,5.4,2.1,GRP,10823.0,Netherlands, Lemmer,85
Sport Boat,Galia power boats,new boat on order,2020.0,4.75,1.95,GRP,11484.0,Switzerland, Lake of Zurich ,289
Center console boat,Nireus power boats,Display Model,2020.0,4.9,1.9,GRP,11385.0,Switzerland, VierwaldstÃ¤ttersee ,341
Sport Boat,Nireus power boats,new boat from stock,2019.0,4.95,1.9,GRP,11286.0,Switzerland, VierwaldstÃ¤ttersee ,274
Sport Boat,Terhi power boats,new boat from stock,2020.0,4.8,1.85,Thermoplastic,10490.0,Germany, BÃ¶nningstedt,56
Bowrider,Terhi power boats,new boat from stock,2020.0,4.8,1.85,Thermoplastic,10490.0,Germany, BÃ¶nningstedt,147
Fishing Boat,Vizion power boats,new boat from stock,2019.0,4.4,1.9,Aluminium,10400.0,Germany, Berlin ,107
Runabout,Solcio power boats,Unleaded,1976.0,5.6,2.25,GRP,9999.0,Germany, Berlin ,226
Cabin Boat,Century power boats,Unleaded,1980.0,7.0,2.5,GRP,9990.0,Germany, Verkaufshafen Brandenburg-Plaue,137
Sport Boat,Sting power boats,new boat from stock,2016.0,4.88,2.03,GRP,9975.0,Germany, Grevenbroich,109
Motor Yacht,Fiberline power boats,Used boat,2015.0,4.4,1.65,GRP,9900.0,Germany, Hock Boote,43
Sport Boat,BlueCraft power boats,new boat from stock,2019.0,4.85,1.82,GRP,9899.0,Germany, Nordrhein-Westfalen ,240
Trawler,Holland StahlverdrÃ¤nger power boats,Used boat,1972.0,10.0,3.0,Steel,9800.0,Germany, Lake Constance ,362
Pontoon Boat,Cantieri Nautici Ferrario power boats,new boat from stock,2018.0,5.4,2.22,GRP,9450.0,Italy, Dormelletto ,143
Sport Boat,Marine Pro power boats,new boat from stock,2020.0,3.55,2.0,GRP,9850.5,Switzerland, Neuenburgersee ,169
Center console boat,Trimarchi  power boats,new boat from stock,2020.0,5.2,1.92,GRP,8300.0,Italy, Lombardia - Trentino Alto Adige ,288
Sport Boat,BlueCraft power boats,new boat from stock,2019.0,5.3,2.15,GRP,7990.0,Germany, Nordrhein-Westfalen ,214
Fishing Boat,Sting power boats,new boat from stock,2016.0,5.35,2.3,GRP,7849.0,Germany, Grevenbroich,116
Deck Boat,Terhi power boats,new boat from stock,2020.0,4.62,1.87,Thermoplastic,7490.0,Germany, BÃ¶nningstedt,224
Sport Boat,Olympic power boats,new boat from stock,2020.0,4.52,1.95,GRP,7290.0,Germany, Bayern ,151
Fishing Boat,Vizion power boats,new boat from stock,2019.0,4.1,1.8,Aluminium,7200.0,Germany, Berlin ,85
Working Boat,Viking power boats,new boat from stock,2020.0,4.6,2.0,Aluminium,6950.0,Germany, Erftstadt,194
Fishing Boat,Motocraft power boats,new boat from stock,2020.0,4.7,1.9,Aluminium,6920.1,Switzerland, Romanel,243
Fishing Boat,Thoma power boats,Used boat,1985.0,5.55,1.6,GRP,6831.0,Switzerland, Lake of Zurich ,467
Motor Yacht,Cranchi power boats,Used boat,1981.0,5.75,2.27,GRP,6732.0,Switzerland, Luganersee ,489
Fishing Boat,Atlantis power boats,Used boat,2020.0,4.9,1.7,Aluminium,5950.0,Germany, Mecklenburg-Vorpommern ,135
Sport Boat,BlueCraft power boats,new boat from stock,2020.0,5.1,2.16,GRP,4799.0,Germany, Wesel,203
Cabin Boat,Princess power boats,Used boat,1974.0,7.2,2.7,GRP,4950.0,Switzerland, Rhein ,1299
Fishing Boat,DarekCo power boats,new boat from stock,2019.0,3.6,1.6,GRP,3742.2,Switzerland, Brienzersee ,194
